id,post_id,url,title,claim_type,sub_category,claim,current_value,verification_status,authoritative_source,source_date,checked_date,recommended_text,action,classification_basis
285,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,1만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
286,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,3만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
287,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",가격,가격범위,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,0원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
288,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",통계,통계수치,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,약 5,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
289,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",통계,통계수치,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,약 10,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
290,2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,"혼자 사는 당신, 집 열쇠를 잃어버렸을 때: 빈집털이 걱정 없이 안전하게 대처하고 우리 집 지키는 법",통계,통계수치,비용: 스마트 도어락 비밀번호 변경: 0원 (자가 조치) 물리 열쇠 실린더 교체: 약 5만 원 ~ 15만 원 (출장비 포함， 열쇠 종류 및 업체에 따라 상이) 스마트 도어락 전체 교체: 약 10만 원 ~ 30만 원 이상 (제품 종류 및 설치비 포함) 보조 잠금장치 (문 걸쇠 등): 약 1만 원 ~ 3만 원 (셀프 설치 시) 야간/주말 출장 서비스는 추가 할,약 1,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
370,2026-08-03-cost-auto-4d199c,https://honsamnote.co.kr/blog/2026-08-03-cost-auto-4d199c/,교통비 비교｜대중교통,법률,법률,과태료: 주차 위반， 속도 위반 등 교통 법규 위반 시 과태료는 이용자 부담입니다.,과태료,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
401,2026-08-05-cost-auto-e4ec33,https://honsamnote.co.kr/blog/2026-08-05-cost-auto-e4ec33/,"혼자 사는 직장인, 매달 쓰레기 봉투값도 아깝다면? 생활 폐기물 비용 줄이고 버리는 스트레스 없애는 법",법률,법률,위반 시 과태료가 부과될 수 있습니다.,과태료,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
469,2026-08-06-cost-auto-f652a0,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-f652a0/,"혼자 사는 직장인, 안 쓰는 물건 쌓여만 간다면? 중고거래 vs 나눔, 후회 없이 처분하고 용돈 버는 법",법률,법률,대충 버리기: 분리수거 원칙을 무시하고 일반 쓰레기에 마구 버리면 환경 오염은 물론， 과태료를 물게 될 수도 있습니다.,과태료,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
503,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",법률,법률,혼자 옮기기에는 너무 무겁고， 그렇다고 무작정 버렸다가는 벌금을 물 수도 있다는 불안감에 시작부터 진이 빠지죠.,벌금,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
504,2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,"혼자 사는 직장인, 안 쓰는 대형 가구/가전 버리려니 막막하다면? 무료 수거 vs 유료 폐기, 돈 아끼는 현명한 처분 전략",법률,법률,무단 투기로 오해받아 과태료가 부과될 수 있습니다.,과태료,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
514,2026-08-07-cost-auto-846842,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-846842/,"혼자 사는 직장인, 예상치 못한 사고에 내 물건 다 날아갈까 봐 불안하다면? 1인 가구 주택화재보험(세입자 보험), 과연 돈 값 할까?",법률,법률,전세보증금 보장 아님: 이 보험은 내 동산(살림살이)과 배상 책임을 위한 것이지， 전세보증금 반환보증과는 다릅니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
556,2026-08-08-cost-auto-bbb3d7,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-bbb3d7/,"혼자 사는 직장인, 매달 아파트/오피스텔 관리비 폭탄 막고 지출 최적화하는 3단계 전략",법률,법률,보통 전세보증금 반환 시 또는 월세 마지막 달에 정산하는 경우가 많습니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
557,2026-08-08-cost-auto-bbb3d7,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-bbb3d7/,"혼자 사는 직장인, 매달 아파트/오피스텔 관리비 폭탄 막고 지출 최적화하는 3단계 전략",법률,법률,이는 형사 처벌의 대상이 될 수 있습니다.,처벌,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
