id,post_id,url,title,risk_level,claim,claim_type,current_value,verification_required,verification_status,recommended_action,source_required,source_used,checked_date
53,2026-08-01-housing-auto-18e480,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-18e480/,"혼자 사는 직장인, 우리 집 화재·누수 걱정 끝! 내 보증금·물건 지키는 전월세 보험 똑똑하게 가입하기",P1,화재 벌금 보장 특약: 화재 발생 시 과실 여부에 따라 부과될 수 있는 벌금을 보장하는 특약도 고려해볼 만합니다.,법률,벌금,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
55,2026-08-01-housing-auto-1c1518,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-1c1518/,"혼자 사는 직장인, 이사 갈 때 대형 폐기물 처리? 시간과 돈 아끼는 3가지 선택 비교",P1,규정 위반 시 과태료가 부과될 수 있습니다.,법률,과태료,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
62,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,주택임대차보호법에 따라 임차인인 당신은 '계약갱신청구권'을 한 번 행사하여 현재 살고 있는 집에서 2년 더 거주할 권리가 있습니다.,법률,주택임대차보호법,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
63,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,주택임대차보호법 제6조의3에 따라 임차인이 희망할 경우， 1회에 한해 2년의 계약 연장을 요구할 수 있는 법적 권리입니다.,법률,법 제6조,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
64,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,다만， 증액된 보증금이 있다면 해당 금액에 대해 반드시 동사무소(행정복지센터)에서 확정일자를 다시 받아두어 보증금 보호를 강화하는 것이 좋습니다.,법률,보증금 보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
65,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,내용증명 발송: 집주인이 계속 부당하게 거절하거나， 보증금 반환을 거부할 기미가 보인다면 '계약갱신청구권 행사 통지 및 보증금 반환 요청' 내용증명을 우체국을 통해 발송하세요.,법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
66,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,다만， 증액된 보증금이 있다면 해당 금액에 대해 반드시 동사무소(행정복지센터)에서 확정일자를 다시 받아두어 보증금 보호를 강화하는 것이 좋습니다.,법률,확정일자를 다시 받아두어 보증금 보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
67,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,개인 임차인이라면 대부분 이 권리를 행사할 수 있습니다.,법률,임차인이라면 대부분 이 권리,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
68,2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",P1,"통보 내용 예시: ""임대인께， 본 계약(주소: [주택 주소]， 계약 만료일: YYYY년 MM월 DD일)과 관련하여， 임차인인 저는 주택임대차보호법 제6조의3에 의거하여 계약갱신청구권을 행사하여 2년 연장을 희망합니다.",법률,임차인인 저는 주택임대차보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
71,2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",P1,여러분이 전입신고와 확정일자를 제대로 갖췄다면， 주택임대차보호법에 따라 기존 임대차 계약은 새로운 집주인에게 그대로 승계됩니다.,법률,주택임대차보호법,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
72,2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",P1,이는 나중에 보증금 반환에 영향을 줄 수 있으므로 중요합니다.,법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
73,2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",P1,여러분이 전입신고와 확정일자를 제대로 갖췄다면， 주택임대차보호법에 따라 기존 임대차 계약은 새로운 집주인에게 그대로 승계됩니다.,법률,"확정일자를 제대로 갖췄다면, 주택임대차보호",yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
74,2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",P1,이런 상황에서 임차인의 권리가 보호되는 핵심적인 근거는 바로 「주택임대차보호법」입니다.,법률,임차인의 권리,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
80,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,주택임대차보호법에 따라 임대인(집주인)은 계약 만료 6개월 전부터 2개월 전까지， 임차인(세입자)은 계약 만료 2개월 전까지 상대방에게 계약 해지 또는 조건 변경 통지를 하지 않으면 기존과 동일한 조건으로 다시 계약한 것으로 봅니다.,법률,주택임대차보호법,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
81,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,기존 계약에 대한 확정일자의 효력은 유지되지만， 증액된 부분은 새로운 확정일자 부여 시점부터 보호를 받기 때문입니다.,법률,확정일자 부여 시점부터 보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
82,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,이렇게 하면 오히려 악화됩니다 '자동 연장 되겠지' 하고 아무 조치도 취하지 않는 것: 묵시적 갱신은 임차인 보호를 위한 제도이기도 하지만， 임차인에게도 해지 통보 후 3개월의 의무가 생기므로 갑작스러운 상황 변화에 유연하게 대처하기 어려워집니다.,법률,임차인 보호,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
83,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,변경된 보증금에 대해 확정일자를 다시 받는 경우， 주민센터에서 소정의 수수료(약 600원)가 발생할 수 있습니다.,가격,600원),yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
84,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,임대인에게 계약 만료 6개월 전부터 2개월 전까지 권리 행사 의사를 통보하면， 임대인은 정당한 사유 없이는 거절할 수 없으며， 이때 보증금 및 월세 인상률은 최대 5%로 제한됩니다.,통계,5%,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
85,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,변경된 보증금에 대해 확정일자를 다시 받는 경우， 주민센터에서 소정의 수수료(약 600원)가 발생할 수 있습니다.,가격,수수료(약 600,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
86,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,만약 5%를 초과하는 인상을 요구한다면 계약 갱신 청구권 사용을 고려한다고 명확히 밝힐 수 있습니다.,통계,약 5,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
87,2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,전월세 계약 갱신 방법｜묵시적 갱신,P1,변경된 보증금에 대해 확정일자를 다시 받는 경우， 주민센터에서 소정의 수수료(약 600원)가 발생할 수 있습니다.,통계,약 600,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
93,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",P1,4단계: 보증금 반환 및 최종 정산 새로운 계약 성사: 새로운 임차인과의 계약이 체결되면， 임대인은 그 임차인으로부터 보증금을 받아 현 임차인에게 보증금을 돌려주는 것이 일반적입니다.,법률,보증금 반환,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
94,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",P1,(예: 보증금 5，000만 원， 월세 50만 원의 경우， 보증금 5，000만 + (월세 50만 100) = 1억 원으로 계산하여 수수료를 산정하는 경우가 많습니다.,가격,"5,000만 원",yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
95,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",P1,(예: 보증금 5，000만 원， 월세 50만 원의 경우， 보증금 5，000만 + (월세 50만 100) = 1억 원으로 계산하여 수수료를 산정하는 경우가 많습니다.,가격,50만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
96,2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",P1,이러한 점을 고려하여 법원에서는 관행적으로 '임차인이 새로운 임차인을 구해 임대차 관계를 승계시키고， 그에 따른 합리적인 비용(주로 중개 수수료)을 부담한다면 계약 해지가 가능하다'는 판례를 보여주고 있습니다.,가격,수수료)을 부담한다면 계약,yes,NEEDS_EXTERNAL_VERIFICATION,"공식기관(정부·지자체·법령) 확인 후 수정 또는 ""관련 기준 변경 가능 — 공식기관 최신 내용 확인 권장"" 안내 추가",정부기관·법령 원문·지자체,,
