rank,post_id,url,current_title,proposed_title,primary_keyword,search_intent,cluster,primary_page,score,grade,confidence,action,reason
62,2026-08-06-safety-auto-ec7c17,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-ec7c17/,"혼자 사는 당신, 겨울철 일산화탄소 걱정된다면? 일반형 vs. 스마트 CO 경보기, 나에게 맞는 안전 선택은?",일산화탄소 경보기 비교｜CO 경보기,일산화탄소 경보기,비교형,emergency-response,no,8.9,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
63,2026-08-07-cost-auto-24b43b,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-24b43b/,"혼자 사는 직장인, 쌓여가는 먼지에 한숨만 나온다면? 로봇청소기 vs 일반 청소기, 내게 맞는 효율적인 청소법은?",1인 가구 청소 비교｜로봇청소기 구매,1인 가구 청소,비교형,general-living-cost,no,8.9,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
64,2026-08-07-food-auto-13d75f,https://honsamnote.co.kr/blog/2026-08-07-food-auto-13d75f/,"1인 가구 직장인, 냉장고/팬트리 속 '유통기한 지난 미개봉 가공식품' 앞에서 망설일 때: 버릴까? 먹을까? 안전하게 판단하고 알뜰하게 활용하는 법",1인 가구 식재료 기준｜유통기한 지난 음식,1인 가구 식재료,판단형,food-waste,no,8.9,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
65,2026-08-08-food-auto-6f0a23,https://honsamnote.co.kr/blog/2026-08-08-food-auto-6f0a23/,"1인 가구 직장인, 국물 요리 후 남은 대파·무·양파 자투리, 버릴까 말까? 낭비 없이 알뜰하게 활용하는 현실적인 전략",1인 가구 채소 보관 알아보기｜남은 채소 활용법,1인 가구 채소 보관,질문형,food-waste,no,8.9,A,HIGH,APPLIED,"A등급 재판정: score 8.9, 대표 키워드+의도 포함, 충돌 없음"
66,2026-08-12-food-auto-6ed755,https://honsamnote.co.kr/blog/2026-08-12-food-auto-6ed755/,"혼자 사는 직장인, 우유 한 팩 앞에서 망설일 때: 신선 우유 vs. 멸균 우유, 당신의 건강과 지갑을 위한 현명한 선택",1인 가구 우유 비교｜혼자 우유,1인 가구 우유,비교형,food-waste,no,8.9,A,HIGH,APPLIED,"A등급 재판정: score 8.9, 대표 키워드+의도 포함, 충돌 없음"
67,2026-08-12-food-auto-7b4cd9,https://honsamnote.co.kr/blog/2026-08-12-food-auto-7b4cd9/,"혼자 사는 직장인, 냉장고 속 '남은 유제품' 버릴까 말까? 신선도 낭비 없이 끝까지 알뜰하게 즐기는 현실적인 활용법",1인 가구 유제품 보관 알아보기｜남은 생크림 활용,1인 가구 유제품 보관,질문형,food-waste,no,8.9,A,HIGH,APPLIED,"A등급 재판정: score 8.9, 대표 키워드+의도 포함, 충돌 없음"
68,2026-07-30-products-50,https://honsamnote.co.kr/blog/2026-07-30-products-50/,"혼자 사는 직장인, 빨래방 갈 시간 없을 때! 소형 세탁기, '이 기준'으로 후회 없이 고르세요",1인 가구 세탁기 기준｜원룸 세탁기,1인 가구 세탁기,판단형,products-general,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
69,2026-07-30-safety-39,https://honsamnote.co.kr/blog/2026-07-30-safety-39/,"늦은 밤, 혼자 사는 여성이 집에서 불안감 느낄 때? 외부 침입 완벽 차단하는 우리 집 점검법",여성 1인 가구 안전 체크리스트｜원룸 보안,여성 1인 가구 안전,체크형,lock-security,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
70,2026-08-01-storage-auto-f1fb81,https://honsamnote.co.kr/blog/2026-08-01-storage-auto-f1fb81/,"1인 가구 직장인, 큰 물건 둘 곳 없어 발에 걸린다면? '자주 쓰는 부피 큰 짐' 숨기는 현실 수납법",1인 가구 부피 큰 짐 알아보기｜원룸 청소기 수납,1인 가구 부피 큰 짐,질문형,oneroom-storage,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
71,2026-08-03-cleaning-auto-fc046f,https://honsamnote.co.kr/blog/2026-08-03-cleaning-auto-fc046f/,"바쁜 1인 가구 직장인, 매일 아침 구겨진 옷? 다림질 vs 스팀다리미, 현명한 선택 기준",구겨진 옷 해결 비교｜다림질 스팀다리미 비교,구겨진 옷 해결,비교형,cleaning-general,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
72,2026-08-03-food-auto-f85a75,https://honsamnote.co.kr/blog/2026-08-03-food-auto-f85a75/,"1인 가구, '이거 왜 샀지?' 냉장고 속 낯선 식재료, 버릴까 말까? 알뜰하게 다 쓰는 활용법",1인 가구 식재료 알아보기｜낯선 식재료 활용,1인 가구 식재료,질문형,food-waste,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
73,2026-08-04-food-auto-8d3bfc,https://honsamnote.co.kr/blog/2026-08-04-food-auto-8d3bfc/,"1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법",1인 가구 식재료 알아보기｜싹 난 감자,1인 가구 식재료,질문형,ingredient-storage,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
74,2026-08-04-safety-auto-3547d2,https://honsamnote.co.kr/blog/2026-08-04-safety-auto-3547d2/,"혼자 사는 당신, 집에 불이 났을 때? 일반 vs. 스마트 화재경보기, 나에게 맞는 선택은?",1인가구 화재 비교｜화재경보기 추천,1인가구 화재,비교형,fire-prevention,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
75,2026-08-06-food-auto-585c1b,https://honsamnote.co.kr/blog/2026-08-06-food-auto-585c1b/,"퇴근 후 지친 1인 가구 직장인, 간단한 한 끼 요리 도구: 미니 멀티 쿠커 vs. 냄비+프라이팬, 당신의 주방에 더 현명한 선택은?",미니멀티쿠커 비교｜전기냄비,미니멀티쿠커,비교형,solo-meal-recipe,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
76,2026-08-06-products-auto-17f494,https://honsamnote.co.kr/blog/2026-08-06-products-auto-17f494/,"혼자 사는 직장인, 구겨진 옷 때문에 출근길 스트레스받는다면? 1인 가구 스팀다리미 vs 의류관리기, 내게 맞는 최적의 선택은?",1인 가구 옷 관리 비교｜스팀다리미 추천,1인 가구 옷 관리,비교형,products-general,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
77,2026-08-06-products-auto-2eb0f5,https://honsamnote.co.kr/blog/2026-08-06-products-auto-2eb0f5/,"혼자 사는 직장인, 짧은 출장/휴가 때 반려동물 돌봄 걱정이라면? 펫시터 vs. 펫호텔 vs. 스마트 기기, 내게 맞는 최적의 선택은?",1인 가구 반려동물 비교｜펫시터 비용,1인 가구 반려동물,비교형,products-general,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
78,2026-08-06-safety-auto-669f80,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-669f80/,"혼자 사는 당신, 예기치 못한 사고에 재산 보호는? 일반 주택화재보험 vs. 1인 가구 맞춤 종합보험, 어떤 보험이 나에게 유리할까?",1인 가구 보험 비교｜주택 보험,1인 가구 보험,비교형,fire-prevention,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
79,2026-08-07-safety-auto-e50d7a,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-e50d7a/,"혼자 사는 당신, 집에서 미끄러지거나 넘어져 몸을 움직이기 힘들 때: 당황하지 않고 부상 상태 확인 및 도움 요청하는 현실적인 방법",1인 가구 낙상 방법｜집에서 넘어졌을 때,1인 가구 낙상,방법형,emergency-response,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
80,2026-08-07-storage-auto-613d62,https://honsamnote.co.kr/blog/2026-08-07-storage-auto-613d62/,"1인 가구 직장인, 계절 바뀌는 좁은 옷장 '철 지난 옷' 때문에 스트레스라면? 손상 없이 깔끔하게 보관하는 현실 수납법",1인 가구 옷 정리 알아보기｜좁은 옷장 수납,1인 가구 옷 정리,질문형,closet-clothing,yes,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
81,2026-08-08-food-auto-2c836a,https://honsamnote.co.kr/blog/2026-08-08-food-auto-2c836a/,"1인 가구 직장인, 개봉한 식재료 신선하게 보관할 때: 밀폐 용기 vs. 랩·지퍼백, 당신의 최적 선택 가이드",개봉 식재료 비교｜신선 보관,개봉 식재료,비교형,food-waste,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
82,2026-08-08-products-auto-3f53f6,https://honsamnote.co.kr/blog/2026-08-08-products-auto-3f53f6/,"혼자 사는 직장인, 뚝딱 고치고 싶어도 막막하다면? 1인 가구 필수 공구 키트, 이 3가지 기준으로 현명하게 고르세요!",1인 가구 공구 기준｜가정용 공구 세트,1인 가구 공구,판단형,products-general,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
83,2026-08-08-products-auto-c4d689,https://honsamnote.co.kr/blog/2026-08-08-products-auto-c4d689/,"혼자 사는 직장인, 퇴근 후 빠르고 근사한 한 끼 식사, 매번 고민된다면? 밀키트 vs. 가정간편식(HMR), 나에게 딱 맞는 선택은?",1인 가구 식사 비교｜밀키트 추천,1인 가구 식사,비교형,products-general,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
84,2026-08-08-safety-auto-71a5f3,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-71a5f3/,"혼자 사는 당신, 빈집털이 걱정될 때? DIY 스마트 보안 시스템 vs. 전문 경비 서비스, 나에게 맞는 선택은?",혼자 사는 집 안전 비교｜빈집털이 예방,혼자 사는 집 안전,비교형,emergency-response,no,8.8,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
85,2026-08-08-storage-auto-24e806,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-24e806/,"1인 가구 직장인, 좁은 집에 '부피 큰 청소 도구' 어디에 보관해야 할지 막막하다면? 깔끔하게 숨기고 효율적으로 쓰는 현실 수납법",1인 가구 청소 도구 알아보기｜좁은 집 청소용품,1인 가구 청소 도구,질문형,oneroom-storage,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
86,2026-08-09-products-auto-df5dbc,https://honsamnote.co.kr/blog/2026-08-09-products-auto-df5dbc/,"혼자 사는 직장인, 부피 큰 가구/가전 처리에 막막하다면? 1인 가구 맞춤 대형 폐기물 처리, '이 3단계'로 깔끔하게 끝내세요!",1인 가구 폐기물 알아보기｜대형 폐기물 신고,1인 가구 폐기물,질문형,products-general,no,8.8,A,HIGH,APPLIED,"A등급 재판정: score 8.8, 대표 키워드+의도 포함, 충돌 없음"
87,2026-08-11-storage-auto-9064d7,https://honsamnote.co.kr/blog/2026-08-11-storage-auto-9064d7/,"1인 가구 직장인, 좁은 원룸 '퇴근 후 휴식 공간' 마저 잡동사니에 잠식당한다면? '수납형 스툴/오토만 vs 이동식 트롤리' 현명하게 고르는 법 비교",1인 가구 수납 비교｜원룸 수납,1인 가구 수납,비교형,oneroom-storage,no,8.8,A,MEDIUM,HOLD(MEDIUM),충돌 위험: 다른 글 제목과 동일해질 수 있음
88,2026-07-30-housing-43,https://honsamnote.co.kr/blog/2026-07-30-housing-43/,"첫 관리비 고지서, 뭉뚱그려진 금액에 헷갈리는 1인 가구? 내 돈 지키는 항목별 확인법",관리비 항목 알아보기｜관리비 확인법,관리비 항목,질문형,management-fee,yes,8.7,A,HIGH,APPLIED,"A등급 재판정: score 8.7, 대표 키워드+의도 포함, 충돌 없음"
89,2026-08-04-lifestyle-auto-8920c5,https://honsamnote.co.kr/blog/2026-08-04-lifestyle-auto-8920c5/,"혼자 사는 직장인, 친구나 가족을 집으로 초대하고 싶은데 막상 망설여진다면? 부담 없이 즐기는 '우리 집' 초대의 기술",1인 가구 초대 알아보기｜친구 집들이,1인 가구 초대,질문형,daily-rhythm,no,8.7,A,HIGH,APPLIED,"A등급 재판정: score 8.7, 대표 키워드+의도 포함, 충돌 없음"
90,2026-07-30-products-55,https://honsamnote.co.kr/blog/2026-07-30-products-55/,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",1인 가구 냉동고 알아보기｜소형 냉동고 추천,1인 가구 냉동고,질문형,products-general,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
91,2026-08-01-cleaning-auto-dd0fd9,https://honsamnote.co.kr/blog/2026-08-01-cleaning-auto-dd0fd9/,"혼자 사는 당신, 약해진 수압과 거뭇한 샤워기 헤드? 15분 만에 새것처럼 되돌리는 초간단 청소법",혼자 사는 청소 알아보기｜샤워기 물때,혼자 사는 청소,질문형,bathroom-cleaning,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
92,2026-08-01-lifestyle-auto-976633,https://honsamnote.co.kr/blog/2026-08-01-lifestyle-auto-976633/,"1인 가구 직장인, '혼자라서 시간 많지?' 오해에 지쳤다면? 퇴근 후 내 시간 지키는 현명한 거절법",1인 가구 거절 알아보기｜관계 스트레스,1인 가구 거절,질문형,relationship-management,no,8.6,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
93,2026-08-01-storage-auto-39ae63,https://honsamnote.co.kr/blog/2026-08-01-storage-auto-39ae63/,"좁은 원룸 1인 가구, 커다란 청소 도구와 공구, 어디에 두어야 할지 막막하다면? 깔끔하게 숨기고 효율적으로 쓰는 현실 수납법",1인 가구 수납 알아보기｜원룸 청소 도구 보관,1인 가구 수납,질문형,oneroom-storage,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
94,2026-08-03-food-auto-fb2380,https://honsamnote.co.kr/blog/2026-08-03-food-auto-fb2380/,"퇴근 후 요리 시간 아끼는 1인 가구, 손질 채소 vs. 통 채소: 당신의 식탁을 위한 현명한 선택",1인 가구 채소 비교｜손질 채소 장점,1인 가구 채소,비교형,food-general,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
95,2026-08-03-lifestyle-auto-7c20c0,https://honsamnote.co.kr/blog/2026-08-03-lifestyle-auto-7c20c0/,"혼자 사는 직장인, 한동안 쉬었던 모임 다시 시작하려니 어색하고 부담스럽다면? 관계 회복을 위한 현실적인 첫걸음",1인 가구 인간관계 알아보기｜다시 모임 시작,1인 가구 인간관계,질문형,relationship-management,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
96,2026-08-03-products-auto-c75a1a,https://honsamnote.co.kr/blog/2026-08-03-products-auto-c75a1a/,"혼자 사는 직장인, 퇴근 후 집에서 사소한 고장 발견 시 전문가 부를까 직접 고칠까?",1인 가구 집 수리 비용 정리｜셀프 인테리어,1인 가구 집 수리,비용형,products-general,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
97,2026-08-04-safety-auto-61ce38,https://honsamnote.co.kr/blog/2026-08-04-safety-auto-61ce38/,"혼자 사는 당신, 요리하다 칼에 깊게 베였을 때: 당황하지 않고 지혈과 응급처치하는 현실적인 방법",칼에 베였을 때 기준｜요리 중 부상,칼에 베였을 때,판단형,emergency-response,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
98,2026-08-05-products-auto-8d663c,https://honsamnote.co.kr/blog/2026-08-05-products-auto-8d663c/,"혼자 사는 직장인, 퇴근 후 드라이클리닝 번거롭다면? 동네 세탁소 vs 세탁 앱 vs 홈케어, 내게 맞는 선택은?",1인 가구 드라이클리닝 비교｜세탁 앱 추천,1인 가구 드라이클리닝,비교형,products-general,no,8.6,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
99,2026-08-06-lifestyle-auto-91c019,https://honsamnote.co.kr/blog/2026-08-06-lifestyle-auto-91c019/,"혼자 사는 직장인, 친구들이 결혼·육아로 멀어질 때? '따로 또 같이' 관계 유지하는 현실 가이드",혼자 사는 친구 알아보기｜결혼 육아 친구,혼자 사는 친구,질문형,loneliness-isolation,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
100,2026-08-06-products-auto-5b74f3,https://honsamnote.co.kr/blog/2026-08-06-products-auto-5b74f3/,"혼자 사는 직장인, 옆집 소음에 잠 못 이루고 스트레스받는다면? 1인 가구 맞춤 층간소음/생활소음 해결, '이 3가지'로 현실적인 대책 마련하세요!",1인 가구 소음 알아보기｜층간소음 해결,1인 가구 소음,질문형,products-general,no,8.6,A,HIGH,APPLIED,"A등급 재판정: score 8.6, 대표 키워드+의도 포함, 충돌 없음"
101,2026-08-06-products-auto-99b34b,https://honsamnote.co.kr/blog/2026-08-06-products-auto-99b34b/,"혼자 사는 직장인, 좁은 집에서도 허리 편한 홈 오피스? 인체공학 의자 vs 스탠딩 데스크 컨버터, 내게 맞는 선택은?",홈오피스 가구 비교｜스탠딩 책상 컨버터,홈오피스 가구,비교형,products-general,no,8.6,C,LOW,HOLD(C),role-split candidate — 제목에 서로 다른 검색의도/주제가 섞여 있어 보임(자동 분리하지 않음)
